Song_Name,Matched_Name,Artist,Ratio_Value,Song_List_Index,index,song_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,Matched_Artist
strangers in the night,stay the night,frank sinatra,72,10924,10924,Stay the Night,0.755,0.746,0.422,0.117,9,0.104,-11.769,0,0.0352,93.002,4,0.604,the internet
we can work it out,the beginning work it out,the beatles,70,16083,16083,The Beginning (Work It Out),0.138,0.355,0.6990000000000001,0.000264,7,0.127,-6.445,0,0.0601,62.883,4,0.384,timothy bloom
good lovin,good lover,the young rascals,80,3227,3227,Good Lover,0.585,0.464,0.168,0.00044,2,0.124,-17.897000000000006,1,0.0473,81.868,4,0.244,donovan woods
winchester cathedral,cathedral,new vaudeville band,62,10814,10814,Cathedral,0.0393,0.9,0.471,0.897,9,0.247,-10.621,0,0.114,119.991,4,0.453,doyeq
hanky panky,bak pak,tommy james and the shondells,67,11096,11096,Bak Pak,0.937,0.711,0.387,0.8420000000000001,10,0.116,-14.536,0,0.231,79.027,4,0.598,lunchmoney
when a man loves a woman,shes always a woman,percy sledge,65,16997,16997,She's Always a Woman,0.797,0.292,0.324,0.0004730000000000001,3,0.12,-11.996,1,0.0346,176.63099999999997,3,0.384,billy joel
paint it black,paint it black  mono,the rolling stones,82,297,297,"Paint It, Black - Mono",0.0103,0.505,0.836,0.0771,5,0.295,-7.383999999999999,0,0.101,159.66899999999995,4,0.764,the rolling stones
my love,my lover,petula clark,93,12365,12365,My Lover,0.0453,0.8640000000000001,0.5870000000000001,5.99e-06,6,0.076,-6.402,0,0.157,106.063,4,0.594,not3s
lightnin strikes,lightning bolt,lou christie,67,2654,2654,Lightning Bolt,0.0818,0.551,0.8390000000000001,0.0,9,0.151,-4.555,1,0.0787,116.051,4,0.6809999999999999,jake bugg
wild thing,wild thing,the troggs,100,334,334,Wild Thing,0.721,0.421,0.664,0.00244,11,0.0851,-10.657,0,0.0665,201.583,4,0.574,the troggs
kicks,kicks,paul revere  the raiders,100,18050,18050,Kicks,0.141,0.638,0.8370000000000001,0.0,10,0.285,-5.3660000000000005,0,0.0771,95.023,4,0.619,barns courtney
sunshine superman,sunshine superman,donovan,100,7794,7794,Sunshine Superman,0.122,0.629,0.677,9.72e-06,1,0.0962,-7.239,1,0.0299,132.783,4,0.627,donovan
sunny,sunny,bobby hebb,100,2087,2087,Sunny,0.34700000000000003,0.481,0.438,0.0,4,0.5670000000000001,-7.186,0,0.0423,127.593,4,0.574,bobby hebb
paperback writer,the writer,the beatles,62,4483,4483,The Writer,0.8809999999999999,0.865,0.338,0.83,0,0.368,-9.212,1,0.219,83.04799999999999,4,0.773,smartface
see you in september,wake me up when september ends,the happenings,64,1577,1577,Wake Me Up When September Ends,0.023,0.546,0.8140000000000001,0.0,7,0.0972,-5.146,1,0.0314,104.98,4,0.146,green day
you keep me hangin on,dont keep me waiting,the supremes,63,12346,12346,Don't Keep Me Waiting,0.222,0.753,0.406,0.0,9,0.279,-8.676,0,0.0376,104.944,4,0.759,kwesi arthur
lil red riding hood,this head i hold,sam the sham and the pharaohs,57,12240,12240,This Head I Hold,0.0255,0.596,0.871,0.0101,2,0.249,-4.912,0,0.0375,80.939,4,0.961,electric guest
devil with a blue dress ongood golly miss molly,good golly miss molly,mitch ryder  the detroit wheels,62,1966,1966,Good Golly Miss Molly,0.481,0.557,0.873,0.00021,7,0.395,-9.129,1,0.0444,166.18900000000005,4,0.967,little richard
good vibrations,good vibrations,the beach boys,100,8112,8112,Good Vibrations,0.00234,0.7140000000000001,0.953,0.376,1,0.0245,-8.354,1,0.0543,121.653,4,0.882,marky mark and the funky bunch
a groovy kind of love,a fool in love,the mindbenders,69,3852,3852,A Fool In Love,0.588,0.615,0.479,0.000277,7,0.272,-8.429,1,0.0644,127.04,4,0.7879999999999999,ike  tina turner
you dont have to say you love me,please dont say you love me,dusty springfield,71,10669,10669,Please Don't Say You Love Me,0.737,0.479,0.541,0.0,0,0.108,-9.862,1,0.0545,85.994,4,0.321,gabrielle aplin
cool jerk,cool jerk,the capitols,100,3819,3819,Cool Jerk,0.339,0.7040000000000001,0.574,0.0,10,0.0705,-14.524,0,0.0611,83.955,4,0.763,the capitols
born a woman,your woman,sandy posey,73,3002,3002,Your Woman,0.033,0.815,0.605,0.684,5,0.114,-9.118,0,0.0368,102.643,4,0.795,white town
red rubber ball,the rubberband man,the cyrkle,61,6880,6880,The Rubberband Man,0.466,0.81,0.536,0.00074,10,0.0401,-11.573,1,0.0583,97.311,4,0.957,the spinners
baby,baby,carla thomas,100,3276,3276,Baby,0.675,0.522,0.4,0.0119,11,0.134,-9.55,0,0.0411,139.803,4,0.223,anna of the north
walk away renee,walk away,the left banke,75,4399,4399,Walk Away,0.00317,0.987,0.358,0.0464,9,0.0943,-8.677999999999999,0,0.08800000000000001,117.978,4,0.5529999999999999,ms krazie
daydream,daydreaming,the lovin spoonful,84,4016,4016,Daydreaming,0.000542,0.495,0.909,0.000503,2,0.363,-5.575,1,0.0525,150.02700000000004,4,0.335,paramore
time wont let me,same ole me,the outsiders,67,5426,5426,Same Ole Me,0.634,0.7240000000000001,0.28800000000000003,9.03e-06,7,0.14400000000000002,-13.873,1,0.0296,109.431,4,0.403,george jones
hooray for hazel,ready for the floor,tommy roe,63,2522,2522,Ready For The Floor,0.00903,0.764,0.759,0.0,1,0.0746,-5.443,0,0.0413,128.999,4,0.937,hot chip
sweet pea,sweet escape,tommy roe,76,13825,13825,Sweet Escape,0.0736,0.5660000000000001,0.851,1.07e-06,2,0.198,-3.799,1,0.0389,126.046,4,0.511,alesso
bus stop,bust shots,the hollies,67,9355,9355,Bust Shots,0.0058200000000000005,0.8440000000000001,0.742,0.0,9,0.0677,-5.8039999999999985,0,0.22,96.995,4,0.818,wublock
im your puppet,im yours,james  bobby purify,64,1147,1147,I'm Yours,0.595,0.6859999999999999,0.457,0.0,11,0.105,-8.322000000000001,1,0.0468,150.953,4,0.718,jason mraz
im so lonesome i could cry,to love somebody,bj thomas,57,2116,2116,To Love Somebody,0.716,0.405,0.378,7.23e-06,9,0.289,-12.342,1,0.0304,90.851,4,0.563,bee gees
aint too proud to beg,aint too proud to beg,the temptations,100,3814,3814,Ain't Too Proud To Beg,0.5489999999999999,0.763,0.6559999999999999,0.0,0,0.125,-6.86,1,0.0417,118.394,4,0.926,the temptations
dirty water,dirty water,the standells,100,2711,2711,Dirty Water,0.0284,0.6509999999999999,0.8190000000000001,0.0,4,0.0654,-4.8889999999999985,1,0.0403,143.382,4,0.7809999999999999,the standells
elusive butterfly,butterfly,bob lind,69,2407,2407,Butterfly,0.00132,0.736,0.8109999999999999,0.00014199999999999998,9,0.107,-4.17,0,0.081,103.502,4,0.609,crazy town
i am a rock,i am machine,simon  garfunkel,61,12859,12859,I Am Machine,1.29e-05,0.402,0.97,2.62e-06,2,0.189,-4.538,0,0.0668,75.10600000000002,4,0.476,three days grace
crying time,closing time,ray charles,78,992,992,Closing Time,0.0237,0.486,0.867,1.66e-06,7,0.155,-5.483,1,0.0295,92.757,4,0.281,semisonic
secret agent man,secreto de amor,johnny rivers,65,1283,1283,Secreto De Amor,0.76,0.569,0.483,4.75e-05,2,0.106,-7.1110000000000015,1,0.0421,96.502,4,0.624,joan sebastian
the sound of silence,the sound of silence,simon  garfunkel,100,2048,2048,The Sound of Silence,0.136,0.435,0.456,1.62e-06,6,0.124,-10.305,1,0.0279,107.529,4,0.529,simon  garfunkel
lady godiva,la gozadera,peter and gordon,64,10254,10254,La Gozadera,0.166,0.616,0.989,0.0,9,0.172,-1.6980000000000002,0,0.0483,95.036,4,0.902,gente de zona
homeward bound,headwound,simon  garfunkel,70,6624,6624,Headwound,2.75e-05,0.256,0.994,0.636,8,0.316,-3.91,1,0.118,167.092,4,0.14,cancer bats
did you ever have to make up your mind,cant seem to make you mine,the lovin spoonful,59,2710,2710,Can't Seem To Make You Mine,0.14800000000000002,0.6990000000000001,0.384,0.0,7,0.121,-13.691,1,0.044,109.573,4,0.584,the seeds
barefootin,breathin,robert parker,67,1146,1146,breathin,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,8,0.213,-5.4129999999999985,1,0.0433,100.049,4,0.364,ariana grande
uptight everythings alright,uptight everythings alright,stevie wonder,100,3857,3857,Uptight (Everything's Alright),0.0301,0.61,0.65,0.0,5,0.404,-9.91,0,0.0337,133.409,4,0.823,stevie wonder
bang bang my baby shot me down,cant find my way home,cher,59,2723,2723,Can't Find My Way Home,0.917,0.556,0.249,0.0188,2,0.113,-17.875,1,0.0339,87.715,4,0.518,blind faith
sloop john b,slept on,the beach boys,60,10965,10965,Slept on,0.5660000000000001,0.513,0.274,0.0,7,0.0924,-15.904000000000002,1,0.0453,183.818,4,0.463,yeek
19th nervous breakdown,when love breaks down,the rolling stones,60,16711,16711,When Love Breaks Down,0.329,0.476,0.607,5.03e-06,1,0.0347,-7.46,1,0.0505,133.415,4,0.342,prefab sprout
wipe out,wipe out,the surfaris,100,348,348,Wipe Out,0.111,0.46,0.955,0.54,11,0.952,-6.684,1,0.0487,160.07299999999995,4,0.726,the surfaris
psychotic reaction,psychotic reaction,count five,100,299,299,Psychotic Reaction,0.000242,0.34600000000000003,0.75,0.0119,11,0.271,-6.619,1,0.103,165.03599999999997,4,0.667,count five
beauty is only skin deep,fall in deep,the temptations,56,18429,18429,Fall in Deep,0.108,0.685,0.6459999999999999,0.236,0,0.17,-6.7170000000000005,1,0.0711,111.966,4,0.539,blow
no matter what shape your stomachs in,no matter what,the tbones,55,4744,4744,No Matter What,0.902,0.5760000000000001,0.29100000000000004,0.0,10,0.103,-7.826,1,0.0302,67.887,4,0.28300000000000003,calum scott
just like me,just like honey,paul revere  the raiders,81,2877,2877,Just Like Honey,8.02e-05,0.341,0.552,0.616,8,0.0591,-10.503,1,0.0423,121.361,4,0.486,the jesus and mary chain
love makes the world go round,people make the world go round,deon jackson,88,16060,16060,People Make the World Go Round,0.6829999999999999,0.7240000000000001,0.495,4.31e-06,4,0.3670000000000001,-9.06,0,0.052000000000000005,83.119,4,0.764,the stylistics
the pied piper,pied piper,crispian st peters,83,7909,7909,Pied Piper,0.493,0.643,0.446,0.733,6,0.0969,-7.061,0,0.0357,139.006,4,0.856,ruff sqwad
coming on strong,coming of age,brenda lee,69,5819,5819,Coming of Age,0.7879999999999999,0.461,0.302,0.0,10,0.0856,-6.4,0,0.0271,79.686,4,0.0818,maddie medley
somewhere my love,wheres my love,ray conniff singers,84,1499,1499,Where's My Love,0.853,0.598,0.343,0.0219,0,0.123,-11.04,0,0.025,103.984,4,0.419,syml
almost persuaded,almost persuaded,david houston,100,5143,5143,Almost Persuaded,0.861,0.251,0.338,0.0,8,0.14400000000000002,-11.897,1,0.0382,81.642,3,0.353,david houston
if i were a carpenter,if i were a boy,bobby darin,67,1568,1568,If I Were a Boy,0.107,0.632,0.518,0.0,6,0.354,-6.126,1,0.0313,90.007,4,0.4270000000000001,beyoncé
dont mess with bill,dont mess feat yg,the marvelettes,67,15540,15540,Don't Mess (feat. YG),0.266,0.711,0.593,0.0,11,0.287,-6.069,1,0.122,99.069,4,0.7190000000000001,24hrs
cherry cherry,cherry pie,neil diamond,70,551,551,Cherry Pie,0.0372,0.472,0.946,0.0,2,0.35200000000000004,-4.591,1,0.145,177.489,4,0.486,warrant
working in the coal mine,killing in the name,lee dorsey,70,1106,1106,Killing In The Name,0.0266,0.466,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,4,0.6609999999999999,rage against the machine
message to michael,a message to you and myself,dionne warwick,62,7199,7199,A Message to You and Myself,0.965,0.737,0.201,0.24,1,0.101,-15.463,1,0.0787,119.993,4,0.158,madson
love is a hurtin thing,my love  hotline bling,lou rawls,64,1389,1389,My Love / Hotline Bling,0.8759999999999999,0.5529999999999999,0.28800000000000003,0.0,11,0.145,-7.737999999999999,1,0.032,127.81,4,0.336,gardiner sisters
barbara ann,barbara ann,the beach boys,100,5857,5857,Barbara Ann,0.74,0.242,0.556,0.0,5,0.21600000000000005,-9.336,1,0.0413,163.339,4,0.653,the regents
gloria,gloria,shadows of knight,100,2305,2305,Gloria,0.135,0.775,0.866,0.0376,9,0.152,-3.5980000000000003,1,0.0295,131.34,4,0.8759999999999999,laura branigan
my world is empty without you,lost without you,the supremes,67,3254,3254,Lost Without You,0.928,0.409,0.13699999999999998,0.0,6,0.0706,-9.169,1,0.0446,162.08,1,0.106,freya ridings
rainy day women 12  35,rainy day,bob dylan,58,10986,10986,Rainy Day,0.601,0.594,0.5379999999999999,0.0,10,0.116,-10.659,0,0.426,176.27900000000002,4,0.419,baby rose
guantanamera,guantanamera,the sandpipers,100,209,209,Guantanamera,0.833,0.7440000000000001,0.601,0.0242,10,0.131,-5.2410000000000005,1,0.0349,143.542,4,0.905,celia cruz
land of 1000 dances,land of 1000 dances,wilson pickett,100,3815,3815,Land Of 1000 Dances,0.0128,0.618,0.588,0.0266,2,0.35100000000000003,-11.624,1,0.0735,86.90299999999998,4,0.768,wilson pickett
oh how happy,hip hop hooray,the shades of blue,62,848,848,Hip Hop Hooray,0.102,0.862,0.642,0.0,6,0.272,-13.652,0,0.101,99.201,4,0.765,naughty by nature
woman,woman,peter and gordon,100,53,53,Woman,5.1e-05,0.219,0.952,0.0989,2,0.157,-3.621,1,0.17600000000000002,112.886,1,0.172,wolfmother
you baby,you say,the turtles,80,4700,4700,You Say,0.669,0.494,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1,lauren daigle
five oclock world,wild world,the vogues,59,383,383,Wild World,0.354,0.483,0.503,0.000284,0,0.116,-9.396,1,0.0341,151.862,4,0.598,yusuf  cat stevens
black is black,back in black,los bravos,89,14929,14929,Back In Black,0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,4,0.763,acdc
nowhere man,another man,the beatles,82,9227,9227,Another Man,0.00729,0.84,0.588,3.41e-05,0,0.0979,-10.652,1,0.0587,111.988,4,0.88,barbara mason
dandy,daddy,hermans hermits,80,9370,9370,Daddy,0.0272,0.654,0.907,0.0,1,0.147,-3.741,0,0.349,170.00799999999995,4,0.499,juelz santana
baby scratch my back,baby got back,slim harpo,67,879,879,Baby Got Back,0.00471,0.933,0.664,0.0,1,0.0908,-11.281,1,0.311,128.467,4,0.616,sir mixalot
shes just my style,just my type,gary lewis  the playboys,73,12259,12259,Just My Type,0.00299,0.61,0.87,0.0,2,0.064,-4.012,0,0.0693,125.014,4,0.523,the vamps
the more i see you,the world is yours,chris montez,72,847,847,The World Is Yours,0.274,0.6779999999999999,0.794,1.68e-06,10,0.124,-6.186,0,0.14,87.374,4,0.54,nas
i fought the law,i fought the law,bobby fuller four,100,311,311,I Fought The Law,0.105,0.593,0.804,2.22e-06,7,0.047,-5.497000000000001,1,0.0319,148.959,4,0.962,the bobby fuller four
yellow submarine,submarine,the beatles,72,8040,8040,Submarine,0.308,0.691,0.635,1.14e-06,1,0.177,-9.162,1,0.35200000000000004,140.047,4,0.701,bugzy malone
hungry,hunger,paul revere  the raiders,83,13425,13425,Hunger,0.0362,0.703,0.841,0.339,6,0.183,-8.183,1,0.0312,126.998,4,0.424,how to dress well
zorba the greek,freak of the week,herb alpert and the tijuana brass,62,1085,1085,Freak Of The Week,0.000543,0.618,0.82,0.0,11,0.546,-4.593,0,0.0577,130.709,4,0.51,marvelous 3
shapes of things,the start of things,the yardbirds,74,12040,12040,The Start of Things,0.888,0.208,0.147,0.921,9,0.0899,-20.292,1,0.0397,173.96900000000005,3,0.038,trent reznor and atticus ross
6345789 soulsville usa,soul sista,wilson pickett,50,3741,3741,Soul Sista,0.573,0.701,0.322,4.84e-06,8,0.18600000000000005,-10.379,0,0.133,145.84799999999996,4,0.675,bilal
to sir with love,at war with love,lulu,81,6621,6621,At War with Love,1.27e-05,0.302,0.943,0.0007610000000000001,0,0.0435,-2.483,1,0.0739,134.946,3,0.161,nasty
the letter,the letter,the box tops,100,2113,2113,The Letter,0.252,0.638,0.428,0.0,9,0.132,-12.156,0,0.0687,139.434,4,0.901,the box tops
ode to billie joe,ode to billie joe,bobbie gentry,100,5167,5167,Ode To Billie Joe,0.721,0.637,0.189,0.0,7,0.0939,-10.726,1,0.0471,120.142,4,0.695,bobbie gentry
windy,wendy,the association,80,15277,15277,Wendy,0.994,0.391,0.419,0.301,1,0.362,-11.111,1,0.0341,115.376,4,0.104,richie woods
im a believer,im a believer,the monkees,100,2049,2049,I'm a Believer,0.7070000000000001,0.526,0.775,2.05e-05,0,0.217,-6.05,1,0.0352,80.10600000000002,4,0.962,the monkees
light my fire,light my fire,the doors,100,274,274,Light My Fire,0.369,0.413,0.725,2.1600000000000007e-05,3,0.0905,-5.787000000000001,0,0.0324,124.618,4,0.44,the doors
somethin stupid,somethin stupid,frank  nancy sinatra,100,2095,2095,Somethin' Stupid,0.753,0.262,0.328,0.0,4,0.227,-12.897,1,0.0376,207.074,4,0.5329999999999999,frank sinatra
happy together,happy together,the turtles,100,8230,8230,Happy Together,0.55,0.584,0.3670000000000001,1.3800000000000003e-05,6,0.0818,-9.638,0,0.0328,120.175,4,0.588,the turtles
groovin,groovin,the young rascals,100,13955,13955,Groovin,0.0447,0.845,0.7440000000000001,0.343,10,0.13,-9.539,1,0.0567,126.0,4,0.6940000000000001,sir roy
cant take my eyes off you,cant take my eyes off you,frankie valli,100,2080,2080,Can't Take My Eyes Off You,0.5660000000000001,0.575,0.764,1.07e-05,4,0.0692,-7.447999999999999,1,0.0746,123.821,4,0.536,frankie valli
little bit o soul,little bit of lovin,the music explosion,78,1174,1174,Little Bit Of Lovin',0.593,0.509,0.5820000000000001,0.000811,10,0.0996,-7.1720000000000015,1,0.0333,92.044,4,0.552,elle king
i think were alone now,i think were alone now,tommy james and the shondells,100,8244,8244,I Think We're Alone Now,0.2,0.78,0.4370000000000001,0.000174,9,0.0679,-10.277,1,0.0606,131.225,4,0.82,tommy james  the shondells
respect,respect,aretha franklin,100,2131,2131,Respect,0.16399999999999998,0.805,0.5579999999999999,2.2e-05,0,0.0546,-5.226,1,0.041,114.95,4,0.965,aretha franklin
i was made to love her,i was made for lovin you,stevie wonder,74,602,602,I Was Made For Lovin' You,0.213,0.768,0.852,7.45e-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867,kiss
come back when you grow up,come back home,bobby vee,60,9508,9508,Come Back Home,0.00102,0.603,0.883,0.0207,5,0.575,-5.1960000000000015,0,0.0539,124.915,4,0.454,two door cinema club
kind of a drag,some kind of drug,the buckinghams,71,2476,2476,Some Kind Of Drug,0.0705,0.586,0.525,0.0,0,0.0729,-8.968,1,0.498,126.51,4,0.491,geazy
sweet soul music,sweet soul music,arthur conley,100,3813,3813,Sweet Soul Music,0.104,0.59,0.659,6.56e-06,5,0.35600000000000004,-9.669,1,0.0697,80.20100000000002,4,0.965,arthur conley
expressway to your heart,listen to your heart,the soul survivors,68,641,641,Listen To Your Heart,0.108,0.539,0.583,0.0,1,0.111,-4.935,0,0.0275,86.06299999999997,4,0.337,roxette
soul man,soul man,sam  dave,100,3825,3825,Soul Man,0.263,0.79,0.41,0.00314,0,0.174,-13.241,1,0.0343,112.345,4,0.815,sam  dave
never my love,wheres my love,the association,74,1499,1499,Where's My Love,0.853,0.598,0.343,0.0219,0,0.123,-11.04,0,0.025,103.984,4,0.419,syml
apples peaches pumpkin pie,calles feat tuamie,jay  the techniques,55,4434,4434,calles feat. tuamie,0.8440000000000001,0.799,0.35200000000000004,0.903,6,0.115,-9.943,1,0.159,83.564,4,0.435,wun two
come on down to my boat,coming down the mountain,every mothers son,64,4914,4914,Coming Down the Mountain,0.857,0.5820000000000001,0.344,0.0871,4,0.15,-9.148,1,0.0278,140.013,4,0.374,mipso
incense and peppermints,incense and peppermints,strawberry alarm clock,100,2712,2712,Incense And Peppermints,0.0405,0.491,0.649,0.0,4,0.0851,-11.115,1,0.0305,133.174,4,0.6809999999999999,strawberry alarm clock
ruby tuesday,by the way,the rolling stones,64,3,3,By The Way,0.0264,0.451,0.97,0.00355,0,0.102,-4.938,1,0.107,122.444,4,0.198,red hot chili peppers
it must be him,its been awhile,vikki carr,62,32,32,It's Been Awhile,0.00189,0.509,0.774,0.000549,6,0.14300000000000002,-4.0539999999999985,1,0.0338,116.529,4,0.0824,staind
love is here and now youre gone,got no reason now for goin home,the supremes,61,5375,5375,Got No Reason Now For Goin' Home,0.227,0.595,0.47,0.0,7,0.334,-12.938,1,0.03,157.207,4,0.935,gene watson
for what its worth,for what its worth,buffalo springfield,100,260,260,For What It's Worth,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.8220000000000001,buffalo springfield
gimme little sign,give a little bit,brenton wood,71,498,498,Give A Little Bit,0.0694,0.531,0.818,0.0096,2,0.263,-5.358,1,0.0452,90.767,4,0.471,supertramp
the happening,the wanting,the supremes,75,15070,15070,The Wanting,0.0482,0.545,0.925,0.0,2,0.0553,-4.298,1,0.0382,104.917,4,0.4320000000000001,j roddy walston  the business
all you need is love,all we need is love,the beatles,87,8199,8199,All We Need Is Love,0.0422,0.601,0.901,0.0,1,0.0861,-3.731,1,0.0579,122.098,4,0.315,robbie rivera
release me,release,engelbert humperdinck,82,11541,11541,Release,0.7879999999999999,0.5379999999999999,0.368,0.000637,0,0.18600000000000005,-9.006,0,0.109,109.991,4,0.326,only girl
your precious love,youre in love,marvin gaye  tammi terrell,71,537,537,You're In Love,0.00384,0.5670000000000001,0.867,0.08800000000000001,7,0.112,-11.541,1,0.0484,146.00799999999995,4,0.535,ratt
somebody to love,somebody to love,jefferson airplane,100,293,293,Somebody to Love,0.408,0.504,0.578,0.0,4,0.321,-9.302,1,0.031,132.411,4,0.654,jefferson airplane
get on up,get up,the esquires,80,14920,14920,GET UP,0.0174,0.552,0.935,1.98e-06,0,0.116,-4.096,1,0.0623,74.954,4,0.38,shinedown
brown eyed girl,brown eyed girl,van morrison,100,317,317,Brown Eyed Girl,0.182,0.491,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907,van morrison
jimmy mack,my oak,martha and the vandellas,62,13356,13356,My Oak,0.973,0.508,0.0182,0.906,7,0.112,-19.991,1,0.0469,71.952,5,0.275,jeff bright jr
i got rhythm,i got it made,the happenings,64,9105,9105,I Got It Made,0.112,0.816,0.471,0.0,10,0.117,-13.244000000000002,0,0.29100000000000004,95.248,4,0.742,special ed
a whiter shade of pale,a whiter shade of pale,procol harum,100,2091,2091,A Whiter Shade Of Pale,0.504,0.249,0.66,0.0026,0,0.0891,-6.905,1,0.0342,149.813,4,0.435,procol harum
dont you care,dont you evah,the buckinghams,77,9461,9461,Don't You Evah,0.0434,0.7809999999999999,0.645,1.75e-06,6,0.127,-6.202000000000001,1,0.0297,120.983,4,0.961,spoon
then you can tell me goodbye,everything you want me to be,the casinos,64,14101,14101,Everything You Want Me to Be,0.000211,0.518,0.901,0.0,8,0.277,-5.17,1,0.0638,115.289,4,0.529,coldfront
reflections,reflection,the supremes,95,11421,11421,Reflection,0.0711,0.622,0.483,6.15e-06,9,0.0948,-8.959,0,0.209,75.132,4,0.394,nate traveller
on a carousel,carousel,the hollies,76,3114,3114,CAROUSEL,0.13,0.541,0.773,0.0,8,0.215,-5.671,1,0.0537,149.887,4,0.551,aries
please love me forever,close my eyes forever,bobby vinton,65,529,529,Close My Eyes Forever,0.31,0.476,0.331,2.82e-06,5,0.172,-14.884,1,0.0305,130.57399999999998,4,0.24,lita ford
alfie,alive,dionne warwick,80,968,968,Alive,0.00636,0.325,0.83,9.86e-06,2,0.255,-7.615,1,0.0415,74.992,4,0.56,pearl jam
silence is golden,science student,the tremeloes,69,1731,1731,Science Student,0.562,0.789,0.8640000000000001,0.0,2,0.0759,-2.8480000000000003,1,0.344,124.166,4,0.8140000000000001,olamide
my cup runneth over,hey up there,ed ames,58,4087,4087,Hey Up There,0.181,0.7659999999999999,0.664,8.3e-06,11,0.138,-4.171,1,0.121,145.054,4,0.584,buddy
up up and away,shut up and dance,the 5th dimension,65,6914,6914,Shut Up and Dance,0.00701,0.578,0.866,0.0,1,0.257,-3.804,1,0.0619,128.03799999999998,4,0.619,walk the moon
san francisco be sure to wear flowers in your hair,san francisco be sure to wear flowers in your hair  single version,scott mckenzie,86,2079,2079,San Francisco (Be Sure to Wear Flowers in Your Hair) - Single Version,0.5379999999999999,0.525,0.52,0.00569,7,0.111,-11.725,1,0.0271,112.554,4,0.523,scott mckenzie
the rain the park  other things,the start of things,the cowsills,64,12040,12040,The Start of Things,0.888,0.208,0.147,0.921,9,0.0899,-20.292,1,0.0397,173.96900000000005,3,0.038,trent reznor and atticus ross
theres a kind of hush,theres an end,hermans hermits,65,14764,14764,There's an End,0.0392,0.721,0.589,0.73,7,0.0949,-7.671,1,0.0284,118.772,4,0.78,holly golightly
mercy mercy mercy,mercy mercy,the buckinghams,79,6909,6909,"Mercy, Mercy",0.23,0.8959999999999999,0.374,0.000168,9,0.152,-16.832,1,0.0739,118.203,4,0.8340000000000001,don covay
this is my song,this song,petula clark,75,8202,8202,This Song,0.0712,0.6709999999999999,0.763,0.000655,2,0.171,-6.0779999999999985,1,0.0434,120.013,4,0.304,rac
your love keeps lifting me higher and higher,your love keeps lifting me higher  higher,jackie wilson,96,2046,2046,(Your Love Keeps Lifting Me) Higher & Higher,0.17600000000000002,0.631,0.69,0.0,2,0.121,-6.676,1,0.0531,94.574,4,0.938,jackie wilson
ive been lonely too long,i couldve been your lover too,the young rascals,60,3232,3232,I Could've Been Your Lover Too,0.925,0.784,0.213,3.48e-05,11,0.393,-10.78,0,0.0422,135.85399999999998,4,0.339,rachel baiman
penny lane,penny,the beatles,67,14745,14745,Penny,0.241,0.573,0.767,3.4e-05,0,0.0926,-5.478,1,0.0575,132.30700000000002,4,0.568,hanni el khatib
youre my everything,give me everything,the temptations,76,153,153,Give Me Everything,0.192,0.6709999999999999,0.939,0.0,8,0.298,-3.2060000000000004,1,0.161,129.023,4,0.529,pitbull
georgy girl,hey girl,the seekers,74,10139,10139,Hey Girl,0.0516,0.753,0.461,5.15e-06,10,0.0668,-7.898,1,0.0406,138.048,4,0.586,lady gaga
western union,water fountain,five americans,67,9426,9426,Water Fountain,0.00337,0.825,0.69,0.00277,1,0.3670000000000001,-6.234,1,0.065,110.488,4,0.589,tuneyards
baby i love you,baby i love your way,aretha franklin,86,404,404,"Baby, I Love Your Way",0.614,0.7490000000000001,0.246,0.000138,0,0.0967,-12.847,1,0.0383,132.153,4,0.308,peter frampton
a little bit me a little bit you,a little bit dangerous,the monkees,63,12448,12448,A Little Bit Dangerous,0.00213,0.583,0.685,0.0,10,0.0475,-5.422999999999999,0,0.0274,89.006,4,0.381,crmnl
california nights,california stars,lesley gore,79,986,986,California Stars,0.422,0.622,0.736,1.18e-05,9,0.0829,-9.229,1,0.0292,110.24,4,0.723,billy bragg
dedicated to the one i love,addicted to love,the mamas  the papas,70,729,729,Addicted To Love,0.361,0.7020000000000001,0.59,3.91e-06,2,0.0512,-12.76,1,0.0302,111.57,4,0.973,robert palmer
